c0_rf_stage1_stack,c1_rf_stage1_stack,c2_rf_stage1_stack
0.20753333333333335,0.001,0.7914666666666665
0.9204333333333333,0.04936666666666667,0.030199999999999998
0.998,0.002,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9642999999999999,0.0337,0.002
0.9666666666666667,0.033333333333333326,0.0
0.998,0.0,0.002
0.998,0.002,0.0
0.3265333333333333,0.013933333333333334,0.6595333333333335
0.933,0.013,0.054
0.998,0.002,0.0
0.998,0.002,0.0
0.9929333333333333,0.007066666666666666,0.0
0.9634333333333331,0.002,0.03456666666666667
0.3909666666666667,0.5682095238095238,0.04082380952380953
0.571216666666667,0.38129285714285704,0.0474904761904762
0.20483333333333334,0.7951666666666666,0.0
0.998,0.002,0.0
0.9953333333333334,0.004666666666666667,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9993333333333334,0.0006666666666666666,0.0
0.02533333333333333,0.007333333333333334,0.9673333333333333
0.9963333333333334,0.0036666666666666666,0.0
0.9683333333333333,0.03166666666666666,0.0
0.992,0.008,0.0
0.7092428571428573,0.2907571428571429,0.0
0.96,0.034333333333333334,0.005666666666666666
0.16687142857142856,0.0,0.8331285714285716
0.11377142857142855,0.06157380952380953,0.824654761904762
0.9812142857142857,0.0,0.018785714285714284
0.996,0.0,0.004
0.9195666666666668,0.0,0.08043333333333336
1.0,0.0,0.0
0.5376190476190477,0.0,0.46238095238095256
0.2576428571428572,0.10202380952380954,0.6403333333333333
0.3180333333333333,0.08735714285714286,0.5946095238095236
0.13620000000000002,0.012666666666666666,0.8511333333333332
0.17653333333333332,0.018416666666666668,0.8050500000000002
1.0,0.0,0.0
0.998,0.002,0.0
0.5630904761904763,0.4349095238095238,0.002
1.0,0.0,0.0
1.0,0.0,0.0
0.9689,0.0251,0.006
0.988,0.012,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.994,0.006,0.0
0.9981333333333333,0.0018666666666666666,0.0
0.9913333333333334,0.008666666666666666,0.0
0.992,0.008,0.0
0.9512999999999999,0.04869999999999999,0.0
0.9825999999999999,0.0,0.017400000000000002
0.998,0.0,0.002
0.9390666666666667,0.060933333333333325,0.0
0.9599428571428571,0.04005714285714286,0.0
0.9721666666666667,0.02783333333333333,0.0
0.975,0.025,0.0
0.9920000000000001,0.008,0.0
0.9931666666666668,0.006833333333333333,0.0
0.9906666666666667,0.009333333333333332,0.0
1.0,0.0,0.0
0.28819523809523806,0.0,0.7118047619047619
0.19136666666666666,0.0,0.8086333333333334
0.2107619047619048,0.0,0.7892380952380952
0.992,0.006,0.002
0.4802952380952382,0.5177047619047618,0.002
0.19737619047619043,0.8026238095238096,0.0
0.3667095238095238,0.6332904761904761,0.0
0.9973333333333334,0.002,0.0006666666666666666
0.9076333333333332,0.0865,0.005866666666666666
0.997,0.003,0.0
0.7311444444444443,0.0,0.2688555555555555
0.9617,0.033633333333333335,0.004666666666666667
0.994,0.006,0.0
0.9973333333333334,0.0,0.0026666666666666666
0.996,0.004,0.0
0.9943333333333333,0.004333333333333333,0.0013333333333333333
0.988,0.006666666666666667,0.005333333333333333
0.8955666666666667,0.10443333333333334,0.0
0.549714285714286,0.45028571428571407,0.0
0.5495952380952381,0.45040476190476175,0.0
0.331,0.669,0.0
0.9876666666666666,0.0,0.012333333333333333
0.9823,0.0,0.0177
0.996,0.002,0.002
0.995,0.005,0.0
0.03643333333333334,0.0008,0.9627666666666665
1.0,0.0,0.0
1.0,0.0,0.0
0.7765333333333332,0.22346666666666665,0.0
0.3238833333333333,0.6761166666666666,0.0
1.0,0.0,0.0
0.9776666666666667,0.0,0.022333333333333334
0.9052666666666667,0.038233333333333334,0.0565
0.1021095238095238,0.014571428571428572,0.8833190476190477
0.9064666666666664,0.001,0.09253333333333331
0.8977666666666666,0.0,0.10223333333333333
0.26326666666666665,0.0,0.7367333333333334
0.985,0.0,0.015
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9839285714285715,0.0,0.016071428571428573
0.6297428571428572,0.012438095238095238,0.3578190476190478
0.4961404761904762,0.13531666666666667,0.36854285714285717
0.2849333333333333,0.7150666666666667,0.0
0.985,0.0,0.015
0.994,0.006,0.0
0.9912000000000001,0.0068,0.002
0.8418619047619047,0.08496190476190477,0.07317619047619048
0.9924666666666666,0.007533333333333333,0.0
0.9923333333333333,0.007666666666666666,0.0
0.9953333333333334,0.004666666666666667,0.0
0.8202999999999998,0.1427,0.037
0.8293333333333334,0.17,0.0006666666666666666
0.7958619047619048,0.02007142857142857,0.18406666666666663
0.6021666666666667,0.017166666666666663,0.38066666666666676
0.9799285714285715,0.0028,0.017271428571428576
0.922,0.07,0.008
0.30705,0.003833333333333333,0.6891166666666667
0.2511333333333333,0.0006666666666666666,0.7482000000000001
0.9646666666666668,0.035333333333333335,0.0
0.9666666666666668,0.03333333333333333,0.0
0.9886666666666667,0.011333333333333332,0.0
0.9191999999999999,0.08079999999999998,0.0
0.07126190476190476,0.44546666666666646,0.4832714285714286
0.3468476190476191,0.34891904761904735,0.30423333333333336
0.2600714285714287,0.6714761904761904,0.06845238095238095
0.05976666666666665,0.4988000000000001,0.4414333333333332
0.9293333333333332,0.050166666666666665,0.0205
0.99,0.004,0.006
0.996,0.0,0.004
0.5347571428571429,0.0013333333333333333,0.4639095238095238
0.24830000000000005,0.001,0.7506999999999999
0.14964761904761903,0.0005,0.8498523809523811
0.9721666666666666,0.0,0.02783333333333333
0.9654333333333333,0.0,0.03456666666666666
0.7914333333333333,0.0,0.20856666666666668
0.0698,0.0014,0.9288
0.2856666666666667,0.7143333333333333,0.0
0.6647,0.33530000000000004,0.0
0.8473333333333333,0.15266666666666664,0.0
0.306,0.694,0.0
0.8377666666666665,0.16223333333333337,0.0
0.896,0.10399999999999998,0.0
0.09616666666666665,0.0245,0.8793333333333333
0.13675000000000004,0.050416666666666665,0.8128333333333334
0.19420476190476188,0.0115,0.7942952380952382
0.9912000000000001,0.0,0.0088
0.9586666666666667,0.03133333333333334,0.01
0.991,0.009,0.0
1.0,0.0,0.0
0.7612333333333332,0.22876666666666667,0.01
1.0,0.0,0.0
0.7888666666666668,0.21113333333333328,0.0
0.3438333333333334,0.652,0.004166666666666666
0.7074000000000003,0.29193333333333327,0.0006666666666666666
0.9491666666666666,0.03966666666666666,0.011166666666666668
0.9127999999999998,0.0872,0.0
0.8949666666666666,0.10503333333333333,0.0
0.8637666666666666,0.13623333333333335,0.0
0.992,0.007,0.001
0.982,0.014,0.004
0.0835,0.9165000000000001,0.0
0.9913333333333334,0.008666666666666668,0.0
0.9985,0.0015,0.0
1.0,0.0,0.0
0.998,0.0,0.002
0.97,0.03,0.0
0.9846666666666667,0.015333333333333334,0.0
0.047999999999999994,0.05411904761904762,0.8978809523809527
1.0,0.0,0.0
1.0,0.0,0.0
0.8258333333333334,0.17216666666666666,0.002
1.0,0.0,0.0
0.999,0.001,0.0
0.992,0.008,0.0
0.4989666666666668,0.005199999999999999,0.49583333333333324
0.18116666666666667,0.0,0.8188333333333334
0.9873333333333334,0.012666666666666666,0.0
0.6186666666666667,0.38133333333333336,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.20207142857142862,0.0048,0.7931285714285714
0.9828666666666668,0.017133333333333334,0.0
0.994,0.006,0.0
0.1261904761904762,0.842,0.03180952380952381
0.9658000000000002,0.0162,0.018
0.9598000000000001,0.016399999999999998,0.0238
0.9855999999999999,0.0,0.014399999999999998
0.9973333333333334,0.0,0.0026666666666666666
0.996,0.0,0.004
0.9875,0.0,0.0125
0.9572,0.0428,0.0
0.9776666666666667,0.022333333333333334,0.0
0.9386666666666668,0.024833333333333332,0.0365
0.9095000000000001,0.052199999999999996,0.038299999999999994
0.9621666666666666,0.035833333333333335,0.002
0.9515,0.0475,0.001
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.15103333333333332,0.8031666666666665,0.04580000000000001
0.7996333333333332,0.12303333333333333,0.07733333333333332
0.8444333333333335,0.12206666666666668,0.0335
0.8319,0.1589761904761905,0.009123809523809524
0.8684666666666667,0.13153333333333336,0.0
0.14736666666666667,0.0031666666666666666,0.8494666666666667
0.5842166666666668,0.4157833333333333,0.0
0.994,0.006,0.0
0.988,0.012,0.0
0.9823333333333333,0.012333333333333333,0.005333333333333333
0.987,0.0,0.013
0.2221095238095238,0.0,0.7778904761904762
0.8872999999999999,0.11269999999999998,0.0
0.29266666666666663,0.0,0.7073333333333334
0.992,0.008,0.0
0.31260000000000004,0.003,0.6844
0.28823333333333334,0.0026666666666666666,0.7091
0.5298999999999997,0.004,0.4661000000000001
1.0,0.0,0.0
1.0,0.0,0.0
0.9884,0.0116,0.0
0.06583333333333334,0.0,0.9341666666666667
0.08670000000000001,0.0,0.9133000000000001
0.4954111111111111,0.0,0.504588888888889
0.7586380952380958,0.01801904761904762,0.22334285714285704
0.4854952380952382,0.02473333333333333,0.4897714285714285
0.6955142857142858,0.040502380952380956,0.26398333333333335
1.0,0.0,0.0
1.0,0.0,0.0
0.6982000000000002,0.01633333333333333,0.28546666666666676
0.5361738095238094,0.0087,0.45512619047619063
0.5848,0.005666666666666667,0.4095333333333334
1.0,0.0,0.0
0.998,0.002,0.0
0.5288666666666666,0.001,0.4701333333333334
0.5675999999999998,0.39210000000000017,0.040299999999999996
0.8133095238095238,0.18669047619047618,0.0
0.9226333333333333,0.07736666666666668,0.0
0.8529000000000003,0.14709999999999998,0.0
0.9479000000000001,0.052099999999999994,0.0
0.999,0.0,0.001
0.9309333333333333,0.04106666666666666,0.028
0.937,0.063,0.0
0.2831166666666666,0.7168833333333333,0.0
0.9981666666666668,0.0018333333333333333,0.0
0.9463333333333334,0.05366666666666666,0.0
1.0,0.0,0.0
0.9943333333333334,0.005666666666666666,0.0
0.9821,0.0,0.0179
0.999,0.0,0.001
0.9603333333333333,0.004,0.03566666666666667
0.9793333333333333,0.020666666666666663,0.0
0.21835757575757575,0.013333333333333334,0.7683090909090908
0.838,0.162,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9952000000000001,0.0,0.0048
0.05856666666666667,0.46111428571428575,0.4803190476190476
0.2682619047619048,0.07458571428571427,0.6571523809523809
0.02783333333333333,0.43167777777777777,0.5404888888888889
0.058100000000000006,0.13004444444444446,0.8118555555555556
0.2289047619047619,0.0,0.7710952380952382
0.5446571428571426,0.0,0.4553428571428572
0.2011666666666667,0.7988333333333333,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9963333333333334,0.0,0.0036666666666666666
0.9871666666666667,0.0,0.012833333333333332
0.977,0.0,0.023
0.8664666666666667,0.1335333333333333,0.0
0.993,0.004,0.003
0.994,0.006,0.0
0.9829333333333333,0.015333333333333332,0.0017333333333333335
0.9763333333333334,0.023666666666666666,0.0
0.9883333333333334,0.009666666666666667,0.002
0.6871166666666667,0.3128833333333335,0.0
0.8753000000000001,0.0992,0.025500000000000002
0.8622666666666666,0.12240000000000001,0.015333333333333332
0.8805666666666668,0.08183333333333334,0.0376
0.9007333333333334,0.001,0.09826666666666668
0.9337333333333332,0.040600000000000004,0.025666666666666664
1.0,0.0,0.0
1.0,0.0,0.0
0.998,0.002,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.07379999999999999,0.6891666666666666,0.2370333333333333
1.0,0.0,0.0
0.9992000000000001,0.0008,0.0
0.992,0.008,0.0
